START DATE,START DATE2,START TIME,END_DATE*,END DATE,END TIME,TIME DIFFERENCE,CATEGORY*,START*,STOP*,MILES*,HOUR DIFFERENCE,PURPOSE*,SPEED,,,,,,,,
21-02-2016,21-02-2016,11:39:00 AM,21-02-2016,21-02-2016,11:43:00 AM,00:04,Business,Unknown Location,Islamabad,2.4,0.07,Errand/Supplies,36,,,,,,,,
21-02-2016,21-02-2016,11:47:00 AM,21-02-2016,21-02-2016,12:01:00 PM,00:14,Business,Islamabad,Islamabad,4.6,0.23,Errand/Supplies,19.71428571,,,,,,,,
21-02-2016,21-02-2016,12:13:00 PM,21-02-2016,21-02-2016,12:35:00 PM,00:22,Business,Islamabad,Unknown Location,8.8,0.37,Meal/Entertain,24,,,,,,,,
21-02-2016,21-02-2016,12:51:00 PM,21-02-2016,21-02-2016,1:12:00 PM,00:21,Business,Unknown Location,Unknown Location,8.3,0.35,Temporary Site,23.71428571,,,,,,,,
21-02-2016,21-02-2016,1:33:00 PM,21-02-2016,21-02-2016,2:30:00 PM,00:57,Business,Unknown Location,Unknown Location,22.7,0.95,Temporary Site,23.89473684,,,,,,,,
21-02-2016,21-02-2016,2:36:00 PM,21-02-2016,21-02-2016,3:03:00 PM,00:27,Business,Unknown Location,Islamabad,13,0.45,Temporary Site,28.88888889,,,,,,,,
21-02-2016,21-02-2016,3:14:00 PM,21-02-2016,21-02-2016,3:31:00 PM,00:17,Business,Islamabad,Noorpur Shahan,8.1,0.28,Temporary Site,28.58823529,,,,,,,,
21-02-2016,21-02-2016,3:36:00 PM,21-02-2016,21-02-2016,3:41:00 PM,00:05,Business,Noorpur Shahan,Unknown Location,2.2,0.08,Meal/Entertain,26.4,,,,,,,,
21-02-2016,21-02-2016,4:04:00 PM,21-02-2016,21-02-2016,4:32:00 PM,00:28,Business,Unknown Location,Unknown Location,9.7,0.47,,20.78571429,,,,,,,,
21-02-2016,21-02-2016,11:15:00 PM,21-02-2016,21-02-2016,11:52:00 PM,00:37,Business,Unknown Location,R?walpindi,20,0.62,Meeting,32.43243243,,,,,,,,
22-02-2016,22-02-2016,9:54:00 PM,22-02-2016,22-02-2016,10:09:00 PM,00:15,Business,Morrisville,Cary,8.1,0.25,Customer Visit,32.4,,,,,,,,
24-02-2016,24-02-2016,2:30:00 PM,24-02-2016,24-02-2016,2:35:00 PM,00:05,Business,Whitebridge,Preston,1.5,0.08,,18,,,,,,,,
24-02-2016,24-02-2016,3:19:00 PM,24-02-2016,24-02-2016,3:25:00 PM,00:06,Business,Preston,Whitebridge,1.7,0.1,Errand/Supplies,17,,,,,,,,
25-02-2016,25-02-2016,4:27:00 PM,25-02-2016,25-02-2016,4:35:00 PM,00:08,Business,Whitebridge,Heritage Pines,3.1,0.13,Errand/Supplies,23.25,,,,,,,,
25-02-2016,25-02-2016,4:47:00 PM,25-02-2016,25-02-2016,5:02:00 PM,00:15,Business,Heritage Pines,Whitebridge,3.2,0.25,Errand/Supplies,12.8,,,,,,,,
25-02-2016,25-02-2016,5:16:00 PM,25-02-2016,25-02-2016,5:36:00 PM,00:20,Business,Whitebridge,Tanglewood,6,0.33,Meal/Entertain,18,,,,,,,,
25-02-2016,25-02-2016,6:22:00 PM,25-02-2016,25-02-2016,6:39:00 PM,00:17,Business,Tanglewood,Whitebridge,5.8,0.28,Meal/Entertain,20.47058824,,,,,,,,
26-02-2016,26-02-2016,9:06:00 AM,26-02-2016,26-02-2016,9:29:00 AM,00:23,Business,Whitebridge,Westpark Place,6.3,0.38,,16.43478261,,,,,,,,
26-02-2016,26-02-2016,11:05:00 AM,26-02-2016,26-02-2016,11:11:00 AM,00:06,Personal,Westpark Place,Whitebridge,1.7,0.1,,17,,,,,,,,
26-02-2016,26-02-2016,11:35:00 AM,26-02-2016,26-02-2016,11:59:00 AM,00:24,Business,Cary,Durham,10.6,0.4,Meeting,26.5,,,,,,,,
26-02-2016,26-02-2016,1:01:00 PM,26-02-2016,26-02-2016,1:24:00 PM,00:23,Business,Durham,Cary,9.9,0.38,Meeting,25.82608696,,,,,,,,
26-02-2016,26-02-2016,2:38:00 PM,26-02-2016,26-02-2016,2:46:00 PM,00:08,Personal,Whitebridge,Westpark Place,1.9,0.13,,14.25,,,,,,,,
26-02-2016,26-02-2016,3:00:00 PM,26-02-2016,26-02-2016,3:18:00 PM,00:18,Personal,Westpark Place,Hazelwood,4.2,0.3,,14,,,,,,,,
26-02-2016,26-02-2016,5:01:00 PM,26-02-2016,26-02-2016,5:12:00 PM,00:11,Personal,Hazelwood,Whitebridge,2,0.18,,10.90909091,,,,,,,,
28-02-2016,28-02-2016,5:22:00 AM,28-02-2016,28-02-2016,5:38:00 AM,00:16,Business,Whitebridge,Waverly Place,7.7,0.27,Meeting,28.875,,,,,,,,
28-02-2016,28-02-2016,9:26:00 AM,28-02-2016,28-02-2016,9:42:00 AM,00:16,Business,Waverly Place,Whitebridge,6.8,0.27,Meeting,25.5,,,,,,,,
29-02-2016,29-02-2016,11:07:00 AM,29-02-2016,29-02-2016,11:14:00 AM,00:07,Personal,Whitebridge,Westpark Place,2.1,0.12,,18,,,,,,,,
29-02-2016,29-02-2016,11:30:00 AM,29-02-2016,29-02-2016,11:40:00 AM,00:10,Business,Cary,Apex,3.8,0.17,Meeting,22.8,,,,,,,,
29-02-2016,29-02-2016,12:36:00 PM,29-02-2016,29-02-2016,12:48:00 PM,00:12,Business,Apex,Cary,5.6,0.2,Meeting,28,,,,,,,,
29-02-2016,29-02-2016,2:55:00 PM,29-02-2016,29-02-2016,3:03:00 PM,00:08,Business,Whitebridge,Hazelwood,2.6,0.13,,19.5,,,,,,,,
29-02-2016,29-02-2016,4:40:00 PM,29-02-2016,29-02-2016,5:00:00 PM,00:20,Business,Hazelwood,Whitebridge,6.6,0.33,Customer Visit,19.8,,,,,,,,
03-01-2016 18:47,03-01-2016,6:47:00 PM,03-01-2016 19:10,03-01-2016,7:10:00 PM,00:23,Business,Whitebridge,Wayne Ridge,8,0.38,Meal/Entertain,20.86956522,,,,,,,,
03-01-2016 21:27,03-01-2016,9:27:00 PM,03-01-2016 21:45,03-01-2016,9:45:00 PM,00:18,Business,Wayne Ridge,Whitebridge,8,0.3,Meeting,26.66666667,,,,,,,,
03-03-2016 09:45,03-03-2016,9:45:00 AM,03-03-2016 09:52,03-03-2016,9:52:00 AM,00:07,Personal,Whitebridge,Westpark Place,2.2,0.12,,18.85714286,,,,,,,,
03-03-2016 11:04,03-03-2016,11:04:00 AM,03-03-2016 11:10,03-03-2016,11:10:00 AM,00:06,Business,Westpark Place,Whitebridge,2.3,0.1,Errand/Supplies,23,,,,,,,,
03-03-2016 14:44,03-03-2016,2:44:00 PM,03-03-2016 14:58,03-03-2016,2:58:00 PM,00:14,Business,Whitebridge,Northwoods,5.2,0.23,Meal/Entertain,22.28571429,,,,,,,,
03-03-2016 15:27,03-03-2016,3:27:00 PM,03-03-2016 15:48,03-03-2016,3:48:00 PM,00:21,Business,Cary,Raleigh,7.6,0.35,Customer Visit,21.71428571,,,,,,,,
03-03-2016 16:02,03-03-2016,4:02:00 PM,03-03-2016 16:42,03-03-2016,4:42:00 PM,00:40,Business,Raleigh,Cary,17.3,0.67,Meeting,25.95,,,,,,,,
03-04-2016 07:47,03-04-2016,7:47:00 AM,03-04-2016 08:06,03-04-2016,8:06:00 AM,00:19,Business,Cary,Durham,9.9,0.32,Meeting,31.26315789,,,,,,,,
03-04-2016 09:46,03-04-2016,9:46:00 AM,03-04-2016 10:03,03-04-2016,10:03:00 AM,00:17,Business,Durham,Cary,9.9,0.28,Customer Visit,34.94117647,,,,,,,,
03-04-2016 11:46,03-04-2016,11:46:00 AM,03-04-2016 12:06,03-04-2016,12:06:00 PM,00:20,Business,Cary,Durham,10.4,0.33,Meeting,31.2,,,,,,,,
03-04-2016 13:03,03-04-2016,1:03:00 PM,03-04-2016 13:25,03-04-2016,1:25:00 PM,00:22,Business,Durham,Cary,10.9,0.37,Meeting,29.72727273,,,,,,,,
03-04-2016 13:40,03-04-2016,1:40:00 PM,03-04-2016 14:09,03-04-2016,2:09:00 PM,00:29,Business,Cary,Raleigh,15.7,0.48,Customer Visit,32.48275862,,,,,,,,
03-04-2016 15:56,03-04-2016,3:56:00 PM,03-04-2016 16:08,03-04-2016,4:08:00 PM,00:12,Business,Raleigh,Raleigh,4.9,0.2,Meal/Entertain,24.5,,,,,,,,
03-04-2016 16:16,03-04-2016,4:16:00 PM,03-04-2016 16:22,03-04-2016,4:22:00 PM,00:06,Business,Fayetteville Street,Depot Historic District,0.8,0.1,Errand/Supplies,8,,,,,,,,
03-04-2016 16:43,03-04-2016,4:43:00 PM,03-04-2016 17:12,03-04-2016,5:12:00 PM,00:29,Business,Raleigh,Cary,13.5,0.48,Meeting,27.93103448,,,,,,,,
03-04-2016 19:02,03-04-2016,7:02:00 PM,03-04-2016 19:08,03-04-2016,7:08:00 PM,00:06,Business,Cary,Morrisville,1.9,0.1,Temporary Site,19,,,,,,,,
03-04-2016 19:16,03-04-2016,7:16:00 PM,03-04-2016 19:25,03-04-2016,7:25:00 PM,00:09,Business,Morrisville,Cary,2,0.15,Meal/Entertain,13.33333333,,,,,,,,
03-05-2016 11:44,03-05-2016,11:44:00 AM,03-05-2016 11:59,03-05-2016,11:59:00 AM,00:15,Business,Cary,Morrisville,6.5,0.25,Meal/Entertain,26,,,,,,,,
03-05-2016 12:57,03-05-2016,12:57:00 PM,03-05-2016 13:12,03-05-2016,1:12:00 PM,00:15,Personal,Weston,Weston,4.2,0.25,,16.8,,,,,,,,
03-05-2016 14:08,03-05-2016,2:08:00 PM,03-05-2016 14:18,03-05-2016,2:18:00 PM,00:10,Personal,Morrisville,Cary,3.5,0.17,,21,,,,,,,,
03-05-2016 14:39,03-05-2016,2:39:00 PM,03-05-2016 15:01,03-05-2016,3:01:00 PM,00:22,Business,Whitebridge,Wayne Ridge,7.8,0.37,Meal/Entertain,21.27272727,,,,,,,,
03-05-2016 16:52,03-05-2016,4:52:00 PM,03-05-2016 17:13,03-05-2016,5:13:00 PM,00:21,Business,Cary,Morrisville,7.8,0.35,Meal/Entertain,22.28571429,,,,,,,,
03-05-2016 17:23,03-05-2016,5:23:00 PM,03-05-2016 17:34,03-05-2016,5:34:00 PM,00:11,Business,Morrisville,Cary,3.9,0.18,Meal/Entertain,21.27272727,,,,,,,,
03-07-2016 09:10,03-07-2016,9:10:00 AM,03-07-2016 09:20,03-07-2016,9:20:00 AM,00:10,Business,Whitebridge,Edgehill Farms,2.8,0.17,Errand/Supplies,16.8,,,,,,,,
03-07-2016 09:23,03-07-2016,9:23:00 AM,03-07-2016 09:47,03-07-2016,9:47:00 AM,00:24,Business,Cary,Raleigh,12.4,0.4,Customer Visit,31,,,,,,,,
03-07-2016 12:10,03-07-2016,12:10:00 PM,03-07-2016 12:26,03-07-2016,12:26:00 PM,00:16,Business,Fayetteville Street,Meredith Townes,5.9,0.27,Customer Visit,22.125,,,,,,,,
03-07-2016 13:57,03-07-2016,1:57:00 PM,03-07-2016 14:18,03-07-2016,2:18:00 PM,00:21,Business,Meredith Townes,Leesville Hollow,9.4,0.35,Meeting,26.85714286,,,,,,,,
03-07-2016 15:19,03-07-2016,3:19:00 PM,03-07-2016 15:45,03-07-2016,3:45:00 PM,00:26,Business,Raleigh,Cary,11.9,0.43,Between Offices,27.46153846,,,,,,,,
03-08-2016 14:38,03-08-2016,2:38:00 PM,03-08-2016 14:55,03-08-2016,2:55:00 PM,00:17,Business,Whitebridge,Waverly Place,7.2,0.28,Between Offices,25.41176471,,,,,,,,
03-08-2016 15:35,03-08-2016,3:35:00 PM,03-08-2016 16:00,03-08-2016,4:00:00 PM,00:25,Business,Waverly Place,Whitebridge,7.6,0.42,Meal/Entertain,18.24,,,,,,,,
03-08-2016 16:13,03-08-2016,4:13:00 PM,03-08-2016 16:25,03-08-2016,4:25:00 PM,00:12,Personal,Whitebridge,Whitebridge,1.6,0.2,,8,,,,,,,,
03-10-2016 03:36,03-10-2016,3:36:00 AM,03-10-2016 03:53,03-10-2016,3:53:00 AM,00:17,Business,Cary,Morrisville,8.4,0.28,Meeting,29.64705882,,,,,,,,
03-10-2016 10:08,03-10-2016,10:08:00 AM,03-10-2016 10:37,03-10-2016,10:37:00 AM,00:29,Business,East Austin,West University,12.8,0.48,Meeting,26.48275862,,,,,,,,
03-10-2016 14:39,03-10-2016,2:39:00 PM,03-10-2016 14:55,03-10-2016,2:55:00 PM,00:16,Business,West University,South Congress,2.3,0.27,,8.625,,,,,,,,
03-10-2016 16:18,03-10-2016,4:18:00 PM,03-10-2016 16:28,03-10-2016,4:28:00 PM,00:10,Business,South Congress,Arts District,1.6,0.17,,9.6,,,,,,,,
03-11-2016 09:47,03-11-2016,9:47:00 AM,03-11-2016 09:59,03-11-2016,9:59:00 AM,00:12,Business,The Drag,Congress Ave District,2,0.2,Meal/Entertain,10,,,,,,,,
03-11-2016 10:29,03-11-2016,10:29:00 AM,03-11-2016 10:36,03-11-2016,10:36:00 AM,00:07,Business,Congress Ave District,Downtown,0.8,0.12,,6.857142857,,,,,,,,
03-11-2016 11:57,03-11-2016,11:57:00 AM,03-11-2016 12:04,03-11-2016,12:04:00 PM,00:07,Business,Downtown,Red River District,1.2,0.12,,10.28571429,,,,,,,,
03-11-2016 13:43,03-11-2016,1:43:00 PM,03-11-2016 13:51,03-11-2016,1:51:00 PM,00:08,Business,Red River District,Downtown,1,0.13,,7.5,,,,,,,,
03-11-2016 19:21,03-11-2016,7:21:00 PM,03-11-2016 19:35,03-11-2016,7:35:00 PM,00:14,Business,South Congress,The Drag,2.1,0.23,,9,,,,,,,,
03-12-2016 09:13,03-12-2016,9:13:00 AM,03-12-2016 09:22,03-12-2016,9:22:00 AM,00:09,Business,The Drag,South Congress,2.2,0.15,,14.66666667,,,,,,,,
03-12-2016 18:27,03-12-2016,6:27:00 PM,03-12-2016 18:37,03-12-2016,6:37:00 PM,00:10,Personal,South Congress,The Drag,1.9,0.17,,11.4,,,,,,,,
13-03-2016,13-03-2016,9:07:00 AM,13-03-2016,13-03-2016,9:37:00 AM,00:30,Business,The Drag,Convention Center District,5.7,0.5,Meal/Entertain,11.4,,,,,,,,
13-03-2016,13-03-2016,6:23:00 PM,13-03-2016,13-03-2016,6:43:00 PM,00:20,Business,South Congress,North Austin,8.4,0.33,Meal/Entertain,25.2,,,,,,,,
13-03-2016,13-03-2016,8:07:00 PM,13-03-2016,13-03-2016,8:28:00 PM,00:21,Business,Georgian Acres,The Drag,6.2,0.35,Meal/Entertain,17.71428571,,,,,,,,
13-03-2016,13-03-2016,8:39:00 PM,13-03-2016,13-03-2016,8:58:00 PM,00:19,Business,The Drag,North Austin,10.5,0.32,Meal/Entertain,33.15789474,,,,,,,,
13-03-2016,13-03-2016,9:11:00 PM,13-03-2016,13-03-2016,9:23:00 PM,00:12,Business,North Austin,Coxville,7.2,0.2,Meal/Entertain,36,,,,,,,,
13-03-2016,13-03-2016,10:19:00 PM,13-03-2016,13-03-2016,10:39:00 PM,00:20,Business,Coxville,The Drag,12.5,0.33,,37.5,,,,,,,,
14-03-2016,14-03-2016,8:34:00 AM,14-03-2016,14-03-2016,8:49:00 AM,00:15,Business,The Drag,South Congress,2,0.25,Errand/Supplies,8,,,,,,,,
14-03-2016,14-03-2016,6:39:00 PM,14-03-2016,14-03-2016,6:55:00 PM,00:16,Business,South Congress,The Drag,2.7,0.27,,10.125,,,,,,,,
15-03-2016,15-03-2016,8:45:00 AM,15-03-2016,15-03-2016,8:57:00 AM,00:12,Business,The Drag,Convention Center District,2,0.2,Meal/Entertain,10,,,,,,,,
15-03-2016,15-03-2016,8:48:00 PM,15-03-2016,15-03-2016,9:01:00 PM,00:13,Business,Downtown,The Drag,2.8,0.22,Meal/Entertain,12.92307692,,,,,,,,
16-03-2016,16-03-2016,11:34:00 AM,16-03-2016,16-03-2016,11:45:00 AM,00:11,Business,The Drag,Congress Ave District,1.7,0.18,Meal/Entertain,9.272727273,,,,,,,,
16-03-2016,16-03-2016,2:44:00 PM,16-03-2016,16-03-2016,2:55:00 PM,00:11,Business,Convention Center District,West University,2,0.18,,10.90909091,,,,,,,,
16-03-2016,16-03-2016,6:43:00 PM,16-03-2016,16-03-2016,6:56:00 PM,00:13,Business,West University,Congress Ave District,2.1,0.22,Meal/Entertain,9.692307692,,,,,,,,
17-03-2016,17-03-2016,12:33:00 AM,17-03-2016,17-03-2016,12:44:00 AM,00:11,Personal,Downtown,The Drag,1.7,0.18,,9.272727273,,,,,,,,
17-03-2016,17-03-2016,12:52:00 PM,17-03-2016,17-03-2016,3:11:00 PM,02:19,Business,Austin,Katy,136,2.32,Customer Visit,58.70503597,,,,,,,,
17-03-2016,17-03-2016,3:16:00 PM,17-03-2016,17-03-2016,3:58:00 PM,00:42,Business,Katy,Houston,30.2,0.7,Meeting,43.14285714,,,,,,,,
17-03-2016,17-03-2016,5:20:00 PM,17-03-2016,17-03-2016,6:02:00 PM,00:42,Business,Midtown,Alief,15.5,0.7,Meal/Entertain,22.14285714,,,,,,,,
17-03-2016,17-03-2016,6:47:00 PM,17-03-2016,17-03-2016,7:09:00 PM,00:22,Personal,Houston,Houston,4.9,0.37,,13.36363636,,,,,,,,
17-03-2016,17-03-2016,8:57:00 PM,17-03-2016,17-03-2016,9:28:00 PM,00:31,Personal,Houston,Houston,12.6,0.52,,24.38709677,,,,,,,,
17-03-2016,17-03-2016,9:48:00 PM,17-03-2016,17-03-2016,10:04:00 PM,00:16,Personal,Sharpstown,Midtown,10.4,0.27,,39,,,,,,,,
18-03-2016,18-03-2016,7:15:00 AM,18-03-2016,18-03-2016,7:21:00 AM,00:06,Business,Midtown,Midtown,1.1,0.1,Meal/Entertain,11,,,,,,,,
18-03-2016,18-03-2016,8:35:00 AM,18-03-2016,18-03-2016,8:43:00 AM,00:08,Business,Midtown,Midtown,1.1,0.13,Meal/Entertain,8.25,,,,,,,,
18-03-2016,18-03-2016,6:24:00 PM,18-03-2016,18-03-2016,7:08:00 PM,00:44,Business,Midtown,Sharpstown,13.2,0.73,Meeting,18,,,,,,,,
18-03-2016,18-03-2016,7:23:00 PM,18-03-2016,18-03-2016,7:29:00 PM,00:06,Business,Sharpstown,Sharpstown,1,0.1,Errand/Supplies,10,,,,,,,,
18-03-2016,18-03-2016,9:01:00 PM,18-03-2016,18-03-2016,9:15:00 PM,00:14,Business,Sharpstown,Midtown,9.2,0.23,Customer Visit,39.42857143,,,,,,,,
19-03-2016,19-03-2016,9:10:00 AM,19-03-2016,19-03-2016,9:25:00 AM,00:15,Business,Midtown,Sharpstown,9.4,0.25,Meal/Entertain,37.6,,,,,,,,
19-03-2016,19-03-2016,12:50:00 PM,19-03-2016,19-03-2016,1:13:00 PM,00:23,Business,Houston,Sugar Land,12,0.38,Customer Visit,31.30434783,,,,,,,,
19-03-2016,19-03-2016,2:01:00 PM,19-03-2016,19-03-2016,2:57:00 PM,00:56,Business,Sugar Land,Houston,35.1,0.93,Customer Visit,37.60714286,,,,,,,,
19-03-2016,19-03-2016,3:34:00 PM,19-03-2016,19-03-2016,4:38:00 PM,01:04,Business,Houston,Galveston,36.5,1.07,Meal/Entertain,34.21875,,,,,,,,
19-03-2016,19-03-2016,5:17:00 PM,19-03-2016,19-03-2016,5:32:00 PM,00:15,Business,Galveston,Port Bolivar,3.1,0.25,Meal/Entertain,12.4,,,,,,,,
19-03-2016,19-03-2016,5:37:00 PM,19-03-2016,19-03-2016,5:47:00 PM,00:10,Business,Port Bolivar,Port Bolivar,2.1,0.17,Errand/Supplies,12.6,,,,,,,,
19-03-2016,19-03-2016,5:52:00 PM,19-03-2016,19-03-2016,6:00:00 PM,00:08,Business,Port Bolivar,Port Bolivar,1.2,0.13,,9,,,,,,,,
19-03-2016,19-03-2016,6:53:00 PM,19-03-2016,19-03-2016,7:29:00 PM,00:36,Business,Port Bolivar,Galveston,7.5,0.6,Meeting,12.5,,,,,,,,
19-03-2016,19-03-2016,7:33:00 PM,19-03-2016,19-03-2016,8:39:00 PM,01:06,Business,Galveston,Houston,57,1.1,Customer Visit,51.81818182,,,,,,,,
20-03-2016,20-03-2016,7:37:00 AM,20-03-2016,20-03-2016,7:48:00 AM,00:11,Business,Midtown,Washington Avenue,5.9,0.18,Meeting,32.18181818,,,,,,,,
20-03-2016,20-03-2016,11:42:00 AM,20-03-2016,20-03-2016,11:56:00 AM,00:14,Business,Washington Avenue,Midtown,6.2,0.23,Meeting,26.57142857,,,,,,,,
20-03-2016,20-03-2016,5:08:00 PM,20-03-2016,20-03-2016,5:34:00 PM,00:26,Business,Midtown,Sharpstown,10.4,0.43,,24,,,,,,,,
20-03-2016,20-03-2016,6:34:00 PM,20-03-2016,20-03-2016,6:40:00 PM,00:06,Personal,Sharpstown,Briar Meadow,1.2,0.1,,12,,,,,,,,
20-03-2016,20-03-2016,6:45:00 PM,20-03-2016,20-03-2016,7:06:00 PM,00:21,Business,Briar Meadow,Midtown,9.6,0.35,Customer Visit,27.42857143,,,,,,,,
21-03-2016,21-03-2016,10:21:00 AM,21-03-2016,21-03-2016,10:26:00 AM,00:05,Personal,Midtown,Downtown,1,0.08,,12,,,,,,,,
21-03-2016,21-03-2016,4:05:00 PM,21-03-2016,21-03-2016,4:13:00 PM,00:08,Business,Downtown,Midtown,0.9,0.13,Meal/Entertain,6.75,,,,,,,,
21-03-2016,21-03-2016,6:59:00 PM,21-03-2016,21-03-2016,7:15:00 PM,00:16,Business,Midtown,Sharpstown,8.8,0.27,,33,,,,,,,,
21-03-2016,21-03-2016,8:18:00 PM,21-03-2016,21-03-2016,8:55:00 PM,00:37,Business,Sharpstown,Midtown,25.6,0.62,Meal/Entertain,41.51351351,,,,,,,,
22-03-2016,22-03-2016,6:17:00 AM,22-03-2016,22-03-2016,6:43:00 AM,00:26,Business,Midtown,Greater Greenspoint,23,0.43,Meal/Entertain,53.07692308,,,,,,,,
22-03-2016,22-03-2016,12:06:00 PM,22-03-2016,22-03-2016,12:24:00 PM,00:18,Personal,Morrisville,Cary,8.1,0.3,,27,,,,,,,,
22-03-2016,22-03-2016,7:12:00 PM,22-03-2016,22-03-2016,7:25:00 PM,00:13,Personal,Whitebridge,Whitebridge,1.4,0.22,,6.461538462,,,,,,,,
23-03-2016,23-03-2016,2:37:00 PM,23-03-2016,23-03-2016,2:42:00 PM,00:05,Personal,Whitebridge,Preston,1.7,0.08,,20.4,,,,,,,,
23-03-2016,23-03-2016,2:53:00 PM,23-03-2016,23-03-2016,2:59:00 PM,00:06,Personal,Preston,Whitebridge,1.6,0.1,,16,,,,,,,,
24-03-2016,24-03-2016,7:47:00 PM,24-03-2016,24-03-2016,7:54:00 PM,00:07,Personal,Whitebridge,Westpark Place,2,0.12,,17.14285714,,,,,,,,
24-03-2016,24-03-2016,8:34:00 PM,24-03-2016,24-03-2016,8:40:00 PM,00:06,Business,Westpark Place,Whitebridge,2.2,0.1,,22,,,,,,,,
25-03-2016,25-03-2016,1:24:00 PM,25-03-2016,25-03-2016,4:22:00 PM,02:58,Business,Cary,Latta,144,2.97,Customer Visit,48.53932584,,,,,,,,
25-03-2016,25-03-2016,4:52:00 PM,25-03-2016,25-03-2016,10:22:00 PM,05:30,Business,Latta,Jacksonville,310.3,5.5,Customer Visit,56.41818182,,,,,,,,
25-03-2016,25-03-2016,10:54:00 PM,26-03-2016,26-03-2016,1:39:00 AM,21:15,Business,Jacksonville,Kissimmee,201,21.25,Meeting,9.458823529,,,,,,,,
26-03-2016,26-03-2016,2:05:00 PM,26-03-2016,26-03-2016,2:29:00 PM,00:24,Personal,Couples Glen,Isles of Buena Vista,6.7,0.4,,16.75,,,,,,,,
26-03-2016,26-03-2016,3:19:00 PM,26-03-2016,26-03-2016,3:49:00 PM,00:30,Personal,Kissimmee,Orlando,8.8,0.5,,17.6,,,,,,,,
26-03-2016,26-03-2016,4:26:00 PM,26-03-2016,26-03-2016,4:30:00 PM,00:04,Personal,Lake Reams,Lake Reams,1.2,0.07,,18,,,,,,,,
27-03-2016,27-03-2016,12:31:00 AM,27-03-2016,27-03-2016,12:40:00 AM,00:09,Business,Lake Reams,Lake Reams,2.1,0.15,Errand/Supplies,14,,,,,,,,
27-03-2016,27-03-2016,1:11:00 AM,27-03-2016,27-03-2016,1:23:00 AM,00:12,Business,Orlando,Kissimmee,6.6,0.2,Meal/Entertain,33,,,,,,,,
27-03-2016,27-03-2016,3:31:00 PM,27-03-2016,27-03-2016,3:56:00 PM,00:25,Business,Kissimmee,Orlando,6.1,0.42,Customer Visit,14.64,,,,,,,,
27-03-2016,27-03-2016,9:26:00 PM,27-03-2016,27-03-2016,9:41:00 PM,00:15,Personal,Orlando,Orlando,6.9,0.25,,27.6,,,,,,,,
27-03-2016,27-03-2016,11:04:00 PM,27-03-2016,27-03-2016,11:18:00 PM,00:14,Personal,Orlando,Kissimmee,7.3,0.23,,31.28571429,,,,,,,,
28-03-2016,28-03-2016,12:29:00 PM,28-03-2016,28-03-2016,12:42:00 PM,00:13,Personal,Kissimmee,Orlando,3.6,0.22,,16.61538462,,,,,,,,
28-03-2016,28-03-2016,7:30:00 PM,28-03-2016,28-03-2016,8:23:00 PM,00:53,Personal,Couples Glen,Vista East,27.2,0.88,,30.79245283,,,,,,,,
28-03-2016,28-03-2016,10:55:00 PM,28-03-2016,28-03-2016,11:26:00 PM,00:31,Personal,Orlando,Kissimmee,25.7,0.52,,49.74193548,,,,,,,,
29-03-2016,29-03-2016,3:27:00 PM,29-03-2016,29-03-2016,4:11:00 PM,00:44,Personal,Kissimmee,Orlando,13.6,0.73,,18.54545455,,,,,,,,
29-03-2016,29-03-2016,6:20:00 PM,29-03-2016,29-03-2016,6:39:00 PM,00:19,Personal,Sand Lake Commons,Sky Lake,6.2,0.32,,19.57894737,,,,,,,,
29-03-2016,29-03-2016,8:29:00 PM,29-03-2016,29-03-2016,8:44:00 PM,00:15,Personal,Sky Lake,Sand Lake Commons,6,0.25,,24,,,,,,,,
29-03-2016,29-03-2016,11:04:00 PM,29-03-2016,29-03-2016,11:21:00 PM,00:17,Personal,Orlando,Kissimmee,13.8,0.28,,48.70588235,,,,,,,,
30-03-2016,30-03-2016,10:05:00 PM,30-03-2016,30-03-2016,10:55:00 PM,00:50,Business,Orlando,Kissimmee,28.8,0.83,Meal/Entertain,34.56,,,,,,,,
31-03-2016,31-03-2016,12:47:00 PM,31-03-2016,31-03-2016,1:22:00 PM,00:35,Business,Kissimmee,Orlando,16.1,0.58,Temporary Site,27.6,,,,,,,,
31-03-2016,31-03-2016,2:37:00 PM,31-03-2016,31-03-2016,3:09:00 PM,00:32,Business,Orlando,Kissimmee,16.4,0.53,Meal/Entertain,30.75,,,,,,,,
04-01-2016 13:43,04-01-2016,1:43:00 PM,04-01-2016 14:01,04-01-2016,2:01:00 PM,00:18,Business,Kissimmee,Kissimmee,11,0.3,Meeting,36.66666667,,,,,,,,
04-01-2016 14:36,04-01-2016,2:36:00 PM,04-01-2016 15:24,04-01-2016,3:24:00 PM,00:48,Business,Kissimmee,Orlando,15.5,0.8,Customer Visit,19.375,,,,,,,,
04-01-2016 16:01,04-01-2016,4:01:00 PM,04-01-2016 16:49,04-01-2016,4:49:00 PM,00:48,Business,Orlando,Kissimmee,20.3,0.8,Meeting,25.375,,,,,,,,
04-01-2016 16:52,04-01-2016,4:52:00 PM,04-01-2016 16:57,04-01-2016,4:57:00 PM,00:05,Personal,Kissimmee,Kissimmee,0.7,0.08,,8.4,,,,,,,,
04-02-2016 08:48,04-02-2016,8:48:00 AM,04-02-2016 09:04,04-02-2016,9:04:00 AM,00:16,Personal,Kissimmee,Kissimmee,5.5,0.27,,20.625,,,,,,,,
